RepSeqName	U-ID	TrEMBL	T-KO	KEGG	K-KO	U-ID	SwissProt	S-KO
S_ruber_randomG_0085_1_18	No_Match	Hypothetical Gene	No_Match	solute carrier family 25, member 48	K15124	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_1_22	No_Match	Hypothetical Gene	No_Match	carboxyl-terminal processing protease [EC:3.4.21.102]	K03797	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_1_23	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_1_24	A0A259TU94_9BACT	Uncharacterized protein	No_Match	site-specific DNA recombinase	K06400	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_1_25	D5H4C4_SALRM	Uncharacterized protein	K07501	* 3'-5' exonuclease	K07501	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_1_26	D5H4C2_SALRM	Uncharacterized protein	No_Match	RNA polymerase sigma-70 factor, ECF subfamily	K03088	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_1_30	A0A1G9KTA6_9FIRM	Type I restriction enzyme, S subunit	No_Match	* type I restriction enzyme, S subunit [EC:3.1.21.3]	K01154	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_1_34	No_Match	Hypothetical Gene	No_Match	transposase	K07485	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_1_40	A0A1G1E626_9BACT	Uncharacterized protein	No_Match	nickel transport protein	K16915	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_1_50	No_Match	Hypothetical Gene	No_Match	G protein-coupled receptor 84	K08421	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_1_87	Q2RYL2_SALRD	Site-specific recombinase, phage integrase family, truncation	K04763	integrase/recombinase XerD	K04763	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_1_91	A0A2T2UQJ7_9BACT	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_1_94	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_1_96	A0A271ITM8_9BACT	Uncharacterized protein	No_Match	type IV secretion system T-DNA border endonuclease VirD1	K18433	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_1_97	A0A2E3QWH3_9BACT	Uncharacterized protein	No_Match	XRE family transcriptional regulator, master regulator for biofilm formation	K19449	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_1_98	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_1_99	A0A2A8D1V9_9BACT	SAM-dependent methyltransferase	No_Match	type I restriction enzyme M protein [EC:2.1.1.72]	K03427	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_1_100	No_Match	Hypothetical Gene	No_Match	5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]	K07451	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_1_101	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_1_102	No_Match	Hypothetical Gene	No_Match	CRISPR-associated protein Csa3	K07725	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_1_105	D6CW29_SALRM	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_12	Q2S635_SALRD	Uncharacterized protein	No_Match	CRISPR-associated protein Csa3	K07725	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_14	D5H535_SALRM	Transposase	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_32	A0A2P6C5R6_9BACT	Uncharacterized protein	No_Match	maltose O-acetyltransferase [EC:2.3.1.79]	K00661	DAPH_STAAB	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase	K05822
S_ruber_randomG_0085_5_36	A0A2T2TVZ8_9BACT	Clan AA aspartic protease	No_Match	aspartyl protease family protein	K06985	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_39	A0A2T2UKJ8_9BACT	Uncharacterized protein	No_Match	omega-hydroxy-beta-dihydromenaquinone-9 sulfotransferase [EC:2.8.2.-]	K22905	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_40	A0A2T2UKB8_9BACT	Uncharacterized protein	No_Match	glycogen synthase [EC:2.4.1.11]	K16150	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_41	A0A271J287_9BACT	Uncharacterized protein	No_Match	omega-hydroxy-beta-dihydromenaquinone-9 sulfotransferase [EC:2.8.2.-]	K22905	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_42	A0A2T2U2V1_9BACT	Uncharacterized protein	No_Match	[heparan sulfate]-glucosamine 3-sulfotransferase 5 [EC:2.8.2.23]	K08104	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_43	A0A2V6N5M6_9BACT	Uncharacterized protein	No_Match	glycogen synthase [EC:2.4.1.11]	K16150	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_44	A0A2P6C1R2_9BACT	Uncharacterized protein	No_Match	glycogen synthase [EC:2.4.1.11]	K16150	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_45	A0A090ADN3_9GAMM	FkbM family methyltransferase	No_Match	2-O-methyltransferase [EC:2.1.1.-]	K21402	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_46	A0A2P6C1V6_9BACT	Uncharacterized protein	No_Match	glycogen synthase [EC:2.4.1.11]	K16150	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_47	A0A2V8T648_9BACT	Glycosyl transferase	No_Match	L-malate glycosyltransferase [EC:2.4.1.-]	K00754	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_48	A0A2T2UTM8_9BACT	Uncharacterized protein	No_Match	[heparan sulfate]-glucosamine 3-sulfotransferase 5 [EC:2.8.2.23]	K08104	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_49	No_Match	Hypothetical Gene	No_Match	sulfotransferase 6B1 [EC:2.8.2.-]	K22523	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_51	A0A2T2U682_9BACT	Uncharacterized protein	No_Match	arylsulfate sulfotransferase [EC:2.8.2.22]	K01023	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_52	A0A2T2UTN4_9BACT	Uncharacterized protein	No_Match	O-antigen ligase [EC:2.4.1.-]	K02847	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_53	A0A2P6C1R0_9BACT	Uncharacterized protein	No_Match	glycogen synthase [EC:2.4.1.11]	K16150	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_54	A0A3A5AUJ7_9DELT	IS1380 family transposase	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_55	A0A3A5AUJ7_9DELT	IS1380 family transposase	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_56	A0A3M0ZDH2_9BACT	Uncharacterized protein	No_Match	lipopolysaccharide cholinephosphotransferase [EC:2.7.8.-]	K07271	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_57	A0A497YL96_9SPHI	Methyltransferase family protein	No_Match	2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]	K00568	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_58	A0A0C2PQ92_9CYAN	Uncharacterized protein	No_Match	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289]	K16870	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_59	A0A2P6C1W4_9BACT	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_60	A0A2T2QZB1_9BACT	Uncharacterized protein	No_Match	heparan sulfate 6-O-sulfotransferase HS6ST1 [EC:2.8.2.-]	K02514	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_61	A0A2H3NKP3_9BACT	Uncharacterized protein	No_Match	glycosyltransferase EpsJ [EC:2.4.-.-]	K19427	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_62	A0A2T2QZC9_9BACT	Uncharacterized protein	No_Match	omega-hydroxy-beta-dihydromenaquinone-9 sulfotransferase [EC:2.8.2.-]	K22905	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_63	A0A2T2R1N3_9BACT	Uncharacterized protein	No_Match	succinoglycan biosynthesis protein ExoM [EC:2.4.-.-]	K16556	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_64	D5H7W2_SALRM	Sulfotransferase	No_Match	[heparan sulfate]-glucosamine 3-sulfotransferase 5 [EC:2.8.2.23]	K08104	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_65	No_Match	Hypothetical Gene	No_Match	beta-1,4-mannosyltransferase [EC:2.4.1.251]	K13658	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_66	A0A2A4MTH2_9GAMM	Uncharacterized protein	No_Match	alpha-1,6-rhamnosyltransferase [EC:2.4.1.-]	K12987	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_68	A0A1Y3GIU3_9EURY	SAM-dependent methyltransferase	No_Match	tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]	K07442	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_69	A0A2T2UTK7_9BACT	ABC transporter ATP-binding protein	No_Match	ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]	K11085	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_5_81	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_14_1	D5HB71_SALRM	Purine nucleoside phosphorylase	K03783	* purine-nucleoside phosphorylase [EC:2.4.2.1]	K03783	PUNA_GEOSE	Purine nucleoside phosphorylase 1	No_Match
S_ruber_randomG_0085_20_16	No_Match	Hypothetical Gene	No_Match	leucine zipper transcription factor-like protein 1	K19400	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_20_17	A0A2D8CJB4_9BACT	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_20_25	W9AXP8_9MYCO	DNA methylase	No_Match	adenine-specific DNA-methyltransferase [EC:2.1.1.72]	K07317	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_76_2	Q2S611_SALRD	IS605 family transposase	K07496	* putative transposase	K07496	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_79_1	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_79_11	No_Match	Hypothetical Gene	No_Match	aminotransferase	K21213	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_79_24	No_Match	Hypothetical Gene	No_Match	cell division protease FtsH [EC:3.4.24.-]	K03798	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_95_1	A0A2T2TE65_9BACT	Uncharacterized protein	No_Match	putative acetyltransferase [EC:2.3.1.-]	K03824	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_106_3	Q2S5H2_SALRD	Amidase, putative	K01426	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	K02433	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_137_1	D5H6U8_SALRM	Transposase	No_Match	* putative transposase	K07496	YSNA_STRPR	Putative transposase in snaA-snaB intergenic region;	No_Match
S_ruber_randomG_0085_141_10	Q2S1C4_SALRD	Uncharacterized protein	No_Match	zinc transporter, ZIP family	K07238	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_144_2	A0A2A4GFY5_9GAMM	Uncharacterized protein	No_Match	* putative ATP-dependent endonuclease of the OLD family	K07459	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_170_1	A0A2T2VAA5_9BACT	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_184_3	D5HBJ1_SALRM	Uncharacterized protein	No_Match	transforming growth factor-beta-induced protein	K19519	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0085_194_1	No_Match	Hypothetical Gene	No_Match	prostaglandin reductase 2 [EC:1.3.1.48]	K13949	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_6_25	No_Match	Hypothetical Gene	No_Match	copper resistance protein D	K07245	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_6_29	No_Match	Hypothetical Gene	No_Match	uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	K02496	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_6_35	No_Match	Hypothetical Gene	No_Match	multicomponent Na+:H+ antiporter subunit E	K05569	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_6_37	D5H4E6_SALRM	Uncharacterized protein	No_Match	uncharacterized protein	K06882	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_8_38	A0A101F5V3_9FIRM	Uncharacterized protein	No_Match	* uncharacterized protein	K07066	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_8_41	D5H693_SALRM	Transposase	No_Match	* putative transposase	K07496	YSNA_STRPR	Putative transposase in snaA-snaB intergenic region;	No_Match
S_ruber_randomG_0086_8_45	A0A2T2TCX3_9BACT	UDP-N-acetyl-D-glucosamine dehydrogenase	No_Match	* UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136]	K13015	UGND_PSEAE	UDP-N-acetyl-D-glucosamine 6-dehydrogenase	K13015
S_ruber_randomG_0086_8_49	A0A2T2UTN9_9BACT	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_12_33	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_16_15	A0A2P6C600_9BACT	2-methylcitrate dehydratase	No_Match	* 2-methylcitrate dehydratase [EC:4.2.1.79]	K01720	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_24_4	Q2S4Z7_SALRD	dTDP-4-dehydrorhamnose reductase	K00067	* dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	K00067	RMLD_ECOLI	dTDP-4-dehydrorhamnose reductase	K00067
S_ruber_randomG_0086_24_16	No_Match	Hypothetical Gene	No_Match	CDP-glycerol glycerophosphotransferase [EC:2.7.8.12]	K09809	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_24_17	D5H563_SALRM	Nucleoside-diphosphate-sugar epimerase	No_Match	* GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]	K10046	GME1_ORYSJ	GDP-mannose 3,5-epimerase 1;	K10046
S_ruber_randomG_0086_24_29	D5HCL7_SALRM	Transposase	No_Match	putative transposase	K07494	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_24_30	No_Match	Hypothetical Gene	No_Match	putative transposase	K07499	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_24_34	Q2S112_SALRD	Putative transposase, orfB	No_Match	* putative transposase	K07494	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_56_2	No_Match	Hypothetical Gene	No_Match	UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]	K02844	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_56_5	No_Match	Hypothetical Gene	No_Match	secreted effector protein PipB2	K15352	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_56_6	No_Match	Hypothetical Gene	No_Match	HTH-type transcriptional regulator / antitoxin HigA	K18831	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_56_7	No_Match	Hypothetical Gene	No_Match	sec-independent protein translocase protein TatE	K03425	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_56_8	No_Match	Hypothetical Gene	No_Match	two-component system, LuxR family, response regulator DctR	K11712	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_56_9	A0A2P6C643_9BACT	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_56_11	No_Match	Hypothetical Gene	No_Match	UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase [EC:2.7.7.23 2.7.7.83]	K00972	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_56_15	A0A2A8D1V9_9BACT	SAM-dependent methyltransferase	No_Match	type I restriction enzyme M protein [EC:2.1.1.72]	K03427	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_56_19	A0A2E8LEB7_9ACTN	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_56_20	D5H6L1_SALRM	Uncharacterized protein	No_Match	HTH-type transcriptional regulator / antitoxin HipB	K15773	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_56_21	A8ZP81_ACAM1	Uncharacterized protein	No_Match	acyl-CoA thioester hydrolase [EC:3.1.2.-]	K07107	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_61_1	Q2RZY7_SALRD	IS605 family transposase	No_Match	* putative transposase	K07496	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_61_7	A0A2P6C1V2_9BACT	ABC transporter ATP-binding protein	No_Match	ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]	K11085	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_61_8	A0A2T2UTK3_9BACT	UDP-N-acetylglucosamine 4,6-dehydratase (Inverting)	No_Match	* UDP-N-acetylglucosamine 4,6-dehydratase [EC:4.2.1.115]	K15894	PSEB_CAMJJ	UDP-N-acetylglucosamine 4,6-dehydratase (inverting);	K15894
S_ruber_randomG_0086_61_9	A0A2T2UTM2_9BACT	UDP-4-amino-4, 6-dideoxy-N-acetyl-beta-L-altrosamine transaminase	No_Match	perosamine synthetase [EC:2.6.1.102]	K13010	Y1066_METJA	Uncharacterized protein MJ1066;	No_Match
S_ruber_randomG_0086_61_11	A0A2T2UTR4_9BACT	UDP-2,4-diacetamido-2,4, 6-trideoxy-beta-L-altropyranose hydrolase	No_Match	* UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase [EC:3.6.1.57]	K15897	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_61_14	B1I5F9_DESAP	HAD-superfamily hydrolase, subfamily IA, variant 1	K07025	* putative hydrolase of the HAD superfamily	K07025	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_61_15	A0A358QVR0_9FIRM	Crotonobetainyl-CoA--carnitine CoA-transferase	No_Match	3-O-methyltransferase [EC:2.1.1.-]	K19856	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_61_17	A0A2T2UTV7_9BACT	Pseudaminic acid synthase	No_Match	pseudaminic acid synthase [EC:2.5.1.97]	K15898	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_61_19	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_61_24	A0A2E6EBV1_9GAMM	Uncharacterized protein	No_Match	colanic acid/amylovoran biosynthesis glycosyltransferase [EC:2.4.-.-]	K16703	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_61_25	D5H7W6_SALRM	Putative sulfotransferase protein	No_Match	[heparan sulfate]-glucosamine 3-sulfotransferase 5 [EC:2.8.2.23]	K08104	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_61_26	No_Match	Hypothetical Gene	No_Match	glycogen synthase [EC:2.4.1.11]	K16150	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_61_27	A0A3E0MX95_9BACT	Glycosyltransferase family 1 protein	No_Match	glycogen synthase [EC:2.4.1.11]	K16150	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_61_28	A0A3E0MXA6_9BACT	Glycosyltransferase family 1 protein	No_Match	L-malate glycosyltransferase [EC:2.4.1.-]	K00754	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_61_29	No_Match	Hypothetical Gene	No_Match	undecaprenyl-diphosphatase [EC:3.6.1.27]	K19302	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_66_1	D5HA88_SALRM	Uncharacterized protein	No_Match	transcription initiation factor TFIID subunit 15	K14651	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_68_2	D5H5T4_SALRM	TonB-dependent receptor	No_Match	* iron complex outermembrane recepter protein	K02014	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_75_10	D5H7V4_SALRM	Uncharacterized protein	No_Match	D-psicose/D-tagatose/L-ribulose 3-epimerase [EC:5.1.3.30 5.1.3.31]	K18910	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_90_2	A0A1V0DHC3_9BACT	Uncharacterized protein	No_Match	* colanic acid biosynthesis glycosyl transferase WcaI	K03208	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_90_4	A0A3M2E8Y5_9BACT	Heparinase	No_Match	heparan-sulfate lyase [EC:4.2.2.8]	K19052	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_90_5	A0A2T2UVB0_9BACT	Mutator family transposase	No_Match	* putative transposase	K07493	TRA5_RHIME	Transposase for insertion sequence element ISRM5;	K07493
S_ruber_randomG_0086_90_6	A0A1V0DHF3_9BACT	Uncharacterized protein	No_Match	L-iditol 2-dehydrogenase [EC:1.1.1.14]	K00008	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_90_7	A0A1V1PH92_9DELT	Phenylacetate-CoA ligase	No_Match	* phenylacetate-CoA ligase [EC:6.2.1.30]	K01912	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_90_8	B9M8Z1_GEODF	Glycosyltransferase	No_Match	L-malate glycosyltransferase [EC:2.4.1.-]	K00754	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_90_9	A0A3M2FXS0_9BACT	Glycosyltransferase	No_Match	glycogen synthase [EC:2.4.1.11]	K16150	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_90_10	A0A1F2QHD3_9BACT	Uncharacterized protein	No_Match	putative inorganic carbon (hco3(-)) transporter	K18814	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_91_5	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_91_12	A0A2T2UCA3_9BACT	Uncharacterized protein	No_Match	* putative DNA primase/helicase	K06919	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_91_15	A0A2I6UG94_9CAUD	Uncharacterized protein	No_Match	holliday junction resolvase Hjr [EC:3.1.22.4]	K03552	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_91_18	D5H468_SALRM	Uncharacterized protein	No_Match	septation ring formation regulator	K06286	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0086_91_20	No_Match	Hypothetical Gene	No_Match	golgin subfamily A member 4	K20283	No_Match	Hypothetical Gene	No_Match
